cba,language,readability,diveristy,accessibility
memorandum-of-collective-bargaining-agreement-between-standard-chartered-bank-zambia-plc-and-zambia-union-for-financial-institutions-and-allied-workers-zufiaw---2014,en,2.75,2.5,2.62
memorandum-of-collective-agreement-between-professional-life-assurance-limited-and-zambia-union-of-financial-institutions-and-allied-workers-zufiaw---2015,en,3.25,2.75,3.0
memorandum-of-collective-agreement-between-finance-bank-zambia-limited-and-the-zambia-union-of-financial-institutions-allied-workers---2014,en,2.75,2.5,2.62
collective-agreement-between-cavmont-bank-limited-and-zambia-union-of-financial-institutions-and-allied-workers---2015,en,3.5,3.0,3.25
collective-agreement-between-the-bank-of-zambia-and-the-zambia-union-of-financial-institutions-and-allied-workers---2014,en,2.75,3.0,2.88
memorandum-of-understanding-between-first-alliance-bank-z-limited-and-zambia-union-of-financial-institutions-and-allied-workers---2015,en,2.5,3.0,2.75
collective-agreement-between-tema-steel-company-limited-and-the-industrial-and-commercial-workers-union-icu-ghana---2015,en,3.0,3.0,3.0
collective-agreement-between-sbc-beverages-ghana-limited-and-the-industrial-and-commercial-workers-union-of-ghana---2015,en,2.5,2.75,2.62
collective-agreement-between-promasidor-ghana-limited-and-the-industrial-and-commercial-workers-union-icu-ghana---2014,en,2.5,2.75,2.62
collective-agreement-between-dry-food-processing-ltd-and-the-national-union-of-teamsters-and-general-workers-nuteg-of-ghana-federation-of-labour-gfl---2014,en,3.0,2.75,2.88
collective-agreement-between-delmas-shipping-ghana-cma-cgm-group-limited-and-maritime-dockworkers-union-of-ghana-trades-union-congress-gtuc---2014,en,2.75,3.0,2.88
collective-agreement-between-crownstar-electronics-industry-limited-and-the-industrial-and-commercial-workers-union-icu-ghana---2014,en,2.5,2.75,2.62
collective-agreement-between-b-b-c-industrial-company-limited-and-the-industrial-and-commercial-workers-union-ghana---2014,en,2.75,3.25,3.0
sample-collective-bargaining-agreement-created-by-wageindicator,en,3.0,3.0,3.0
collective-agreement-between-the-industrial-commercial-workers-union-icu-ghana-azar-chemical-industries-limited---2014,en,2.5,3.0,2.75
collective-bargaining-agreement-between-ags-frasers-international-ghana-limited-and-maritime-and-dockworkers-union-mdu-of-the-tuc-of-ghana---2014,en,2.5,2.75,2.62
collective-agreement-between-ghana-heavy-equipment-limited-and-the-industrial-and-commercial-workers-union---2010,en,3.0,3.0,3.0
collective-agreement-between-union-of-private-security-personnel-jpsp-and-g4s-ghana,en,2.0,3.0,2.5
collective-agreement-between-japan-motors-trading-company-limited-silver-star-auto-ltd-modern-auto-services-yama-industries-oman-fofor-trading-company-limited-and-union-of-industry-commerce-finance-workers-pmsu-,en,3.0,3.0,3.0
collective-bargaining-agreement-between-new-times-corporation-and-industrial-and-commercial-workers-union,en,2.5,3.0,2.75
collective-bargaining-agreement-between-the-industrial-and-commercial-workers-union-icu---ghana-and-the-national-investment-bank-limited,en,3.75,3.25,3.5
collective-agreement-proposal-between-tag-investment-and-silver-platter-ltd-and-union-of-education-agriculture-general-services-workers-uneages-of-gfl,en,2.5,3.0,2.75
collective-agreement-between-hpw-fresh-and-dry-ltd-and-union-of-education-agriculture-general-services-workers-u-n-e-a-g-e-s-of-g-f-l,en,3.0,2.75,2.88
collective-bargaining-agreement-between-metro-mass-transit-limited-and-the-general-transport-petroleum-and-chemical-workers-union-of-ghana-tuc,en,2.5,3.0,2.75
collective-bargaining-agreement-between-neoplan-ghana-limited-and-the-industrial-and-commercial-workers-union-of-ghana,en,3.0,2.75,2.88
collective-agreement-between-qualiplast-limited-and-the-industrial-and-commercial-workers-union,en,3.0,3.0,3.0
collective-agreement-between-sae-power-lines-s-r-l---ghana-operations-and-the-construction-building-materials-workers-union-of-the-ghana-trades-union-congress-gtuc-,en,4.0,3.0,3.5
collective-agreement-between-agricare-limited-and-general-agricultural-workers-union-of-g-t-u-c,en,3.0,2.75,2.88
collective-agreement-between-hotel-investments-ghana-limited-and-the-union-of-industry-commerce-and-finance-workers,en,2.75,3.0,2.88
collective-agreement-between-golden-exotics-limited-general-agricultural-workers-union-of-ghana-trades-union-congress-gawu-of-tuc-,en,3.0,3.0,3.0
collective-agreement-between-the-industrial-and-commercial-workers-union-i-c-u-of-ghana-and-the-crocodile-matchets-ghana-limited-,en,3.0,3.25,3.12
collective-agreement-between-polytex-industries-limited-and-the-industrial-and-commercial-workers-union-ghana-,en,3.0,3.25,3.12
collective-agreement-between-quality-insurance-company-limited-and-the-industrial-and-commercial-workers-union-icu-of-ghana,en,2.5,2.75,2.62
collective-agreement-between-satellite-trans-ltd-and-agrana-ghana-ltd-the-national-union-of-teamsters-and-general-workers-nuteg-of-ghana-federation-of-labour-gfl-,en,3.0,3.0,3.0
collective-agreement-between-financial-business-and-services-employees-union-fbseu-of-ghana-federation-of-labour-gfl-and-cob-a-industries-limited,en,2.0,3.0,2.5
collective-agreement-between-adamus-resources-limited-nzema-operations-and-general-manufacturing-and-metal-workers-union-gmm-of-ghana-federation-of-labour-gfl-,en,2.0,3.0,2.5
collective-agreement-between-financial-business-and-services-employees-union-fbseu-of-ghana-federation-of-labour-gfl-and-intercom-programming-and-manufacturing-company-ipmc-limited,en,2.0,2.75,2.38
collective-agreement-between-neat-foods-ghana-limited-and-union-of-education-agriculture-and-general-services-workers-uneages-of-gfl,en,2.5,3.0,2.75
collective-agreement-for-alisa-hotels-accra-and-the-national-union-of-teamsters-and-general-workers-,en,2.5,2.75,2.62
collective-agreement-between-bomarts-farms-limited-and-union-of-education-agriculture-and-general-services-workers,en,2.5,3.0,2.75
collective-agreement-between-milani-limited-and-union-of-education-agriculture-and-general-services-workers,en,2.5,3.0,2.75
collective-agreement-between-better-best-academy-and-union-of-education-agriculture-general-service-workers,en,2.25,2.5,2.38
convenio-colectivo-n-56-75-de-la-industria-de-la-carne-argentina,es,3.5,3.25,3.38
contrato-colectivo-de-trabajo-entre-la-empresa-pinehurst-manufacturing-hnd-gmbh-y-el-sindicato-de-trabajadores-de-la-empresa-pinehurst-manufacturing-hnd-gmbh-sitrapinehurst-2015-2017,es,3.5,3.25,3.38
contrato-colectivo-de-trabajo-entre-la-empresa-star-s-a-y-el-sindicato-de-trabajadores-sitrastar-2016-2017,es,2.75,3.5,3.12
contrato-colectivo-de-trabajo-entre-la-empresa-leche-y-derivados-s-a-leyde-y-el-sindicato-de-trabajadores-de-la-empresa-leche-y-derivados-s-a-sitraleyde-2015-2019,es,4.0,2.75,3.38
contrato-colectivo-de-trabajo-entre-la-empresa-mercantil-delta-apparel-honduras-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-delta-apparel-honduras-s-a-sitradahsa-2015-2018,es,3.5,3.5,3.5
contrato-colectivo-de-trabajo-entre-la-empresa-agricola-servicios-multiples-tilos-y-el-sindicato-de-trabajadores-de-las-azucareras-del-norte-y-similares-afiliadas-al-sector-guanchias-sitrazunosasg-2015-2018,es,3.5,3.0,3.25
contrato-colectivo-de-trabajo-entre-la-municipalidad-de-choluteca-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-choluteca-sitraemuch-2014-2016,es,3.5,3.75,3.62
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-el-banco-atl-ntida-s-a-y-el-sindicato-de-trabajadores-del-banco-atl-ntida-2015-2018,es,4.0,3.0,3.5
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-aguas-de-san-pedro-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-aguas-de-san-pedro-s-a-sitraaspe-2016-2019,es,4.0,3.0,3.5
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-sodemen-s-de-r-l-y-el-sindicato-de-trabajadores-de-las-azucareras-del-norte-y-similares-afiliadas-al-sector-guanchias-sitrazunosasg-2015-2018,es,3.5,3.0,3.25
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-aserradero-sansone-s-a-de-c-v-y-su-sindicato-de-trabajadores-2008-2010,es,3.0,3.75,3.38
d-cimo-contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-banco-atl-ntida-s-a-y-el-sindicato-de-trabajadores-de-banco-atl-ntida,es,4.0,2.75,3.38
septimo-contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-instituto-hondure-o-de-la-ni-ez-y-la-familia-ihnfa-y-el-sindicato-de-trabajadores-del-instituto-hondure-o-de-la-ni-ez-a-familia-sitraihnfa-,es,3.75,3.0,3.38
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-pinehurst-manufacturing-hnd-gmbh-y-el-sindicato-de-trabajadores-de-la-empresa-pinehurst-manufacturing-hnd-gmbh-sitrapinehurst-,es,3.0,3.25,3.12
proyecto-de-contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-municipalidad-de-comayagua-y-el-sindicato-de-empleados-y-trabajadores-de-la-municipalidad-de-comayagua-sideytmco-,es,4.0,3.25,3.62
acta-de-terminaci-n-de-la-negociaci-n-de-la-clausula-salarial-del-actual-contrato-colectivo-en-etapa-de-arreglo-directo,es,4.0,3.0,3.5
primer-memorial-respetuoso-de-condiciones-de-trabajo-negociado-entre-el-sindicato-de-empleados-y-trabajadores-de-cultura-artes-y-deportes-sitraecad-y-la-secretar-a-de-cultura-artes-y-deportes-scad-,es,3.0,3.5,3.25
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-vfi-de-honduras-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-vfi-de-honduras-s-a-sitravfi-,es,3.75,3.25,3.5
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-jerzees-nuevo-d-a-s-de-r-l-y-el-sindicato-de-trabajadores-de-la-empresa-jerzees-nuevo-d-a-s-de-r-l-sitrajerzeesnd-,es,4.0,2.75,3.38
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-jerzees-buena-vista-s-de-r-l-y-el-sindicato-de-trabajadores-de-la-empresa-jerzees-buena-vista-s-de-r-l-sitrajerzeesbv-,es,3.75,3.0,3.38
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-hospital-la-policlinica-s-a-y-el-sindicato-de-trabajadores-de-hospitales-clinicas-y-centros-de-salud,es,4.0,2.75,3.38
cuarto-contrato-colectivo-de-condiciones-de-trabajo-entre-la-empresa-minerales-de-occidente-s-a-y-el-sindicato-de-trabajadores-de-minerales-de-occidente-s-a-sitramino-,es,4.0,3.75,3.88
contrato-colectivo-de-condiciones-de-trabajo-entre-la-corporacion-municipal-de-tela-departamento-de-atlantida-y-el-sindicato-de-empleados-publicos-y-trabajadores-de-la-municipalidad-de-tela-,es,3.0,2.75,2.88
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-winners-sociedad-anonima-y-sitrawinsa-de-trabajadores-de-la-empresa-winners-sociedad-anonima-sitrawinsa-2016---2019,es,2.25,3.25,2.75
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-expansi-n-corporativa-milenium-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-expansi-n-corporativa-milenium-sociedad-an-nima-2017-,es,3.0,3.5,3.25
modelo-de-pacto-colectivo-de-trabajo-creado-por-wageindicator-foundation-2016,es,2.5,3.25,2.88
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-las-empresas-fabrica-de-productos-alimenticios-rene-y-compa-ia-sociedad-en-comandita-por-acciones-y-grupo-frito-lay-y-compa-ia-limitada-y-el-sindicato-de-trabajadores-de-la-f-brica-de-productos-alimenticios-rene-y-compa-a-sociedad-en-comandita-por-acciones-y-dem-s-empresas-anexas-2015-2018,es,3.75,3.25,3.5
pacto-colectivo-de-condiciones-de-trabajo-entre-la-empresa-bananera-arapahoe-sociedad-anonima-y-el-sindicato-de-trabajadores-bananeros-de-izabal--sitrabi-2011-2014,es,3.75,2.75,3.25
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-frutera-del-motagua-sociedad-anonima-y-el-sindicato-de-trabajadores-bananeros-de-izabal-sitrabi-2011-2014,es,4.0,3.0,3.5
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-rayovac-guatemala-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-rayovac-guatemala-sociedad-an-nima-strogua-2013-a-2016,es,3.0,3.5,3.25
pacto-colectivo-de-trabajo-entre-la-municipalidad-de-escuintla-y-el-sindicato-de-los-trabajadores-municipales-del-departamento-de-escuintla-2014-2016,es,2.75,3.5,3.12
pacto-colectivo-suscrito-entre-la-compa-a-bananera-guatemalteca-independiente-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-taylor-presa-y-compa-a-limitada-2013-2016,es,4.0,3.25,3.62
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-el-banco-de-los-trabajadores-y-el-sindicato-de-empleados-del-banco-de-los-trabajadores---s-e-b-t--2014-2015-,es,2.0,3.0,2.5
pacto-colectivo-de-condiciones-de-trabajo-entre-industria-de-caf-sociedad-an-nima-anexos-y-conexos-y-la-empresa-industria-de-caf-s-a-2012-2015,es,4.0,3.0,3.5
pacto-colectivo-de-condiciones-de-trabajo-entre-la-empresa-chapters-sociedad-anonima-y-el-sindicato-de-trabajadores-bananeros-de-izabal-sitrabi-2011-2014-,es,4.0,2.5,3.25
pacto-colectivo-de-condiciones-de-trabajo-de-la-empresa-prensa-libre-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-prensa-libre-s-a-y-empresas-anexas-2014-2016,es,2.75,3.5,3.12
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-santa-luc-a-cotzumalguapa-departamento-de-escuintla-y-el-sindicato-de-trabajadores-de-la-municipalidad-del-municipio-santa-luc-a-cotzumalguapa-del-departamento-de-escuintla_2013,es,3.25,3.5,3.38
pacto-de-condiciones-de-trabajo-entre-la-entidad-el-zeppelin-sociedad-an-nima-y-el-sindicato-autentico-de-fabrica-el-zeppelin-satfez_2010-2013,es,3.5,3.0,3.25
pacto-colectivo-de-condiciones-de-trabajo-industrias-alimenticias-kern-s-y-c-a-s-c-a-y-sindicato-de-trabajadores-de-industrias-alimenticias-kern-s-anexos-y-conexos,es,3.75,3.25,3.5
pacto-colectivo-de-condiciones-de-trabajo-a-celebrarse-entre-el-organismo-judicial-del-estado-de-guatemala-y-el-sindicato-de-trabajadores-del-organismo-judicial-s-t-o-j-,es,3.0,3.25,3.12
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-universidad-de-san-carlos-de-guatemala-y-el-sindicato-de-trabajadores-de-la-universidad-de-san-carlos-de-guatemala,es,2.5,3.0,2.75
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-san-francisco-el-alto-del-departamento-de-totonicap-n-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-san-francisco-el-alto-del-departamento-de-totonicap-n-,es,2.25,3.25,2.75
pacto-colectivo-de-condiciones-de-trabajo-sindicato-de-luz-y-fuerza-de-la-rep-blica-de-guatemala-y-empresa-el-ctrica-de-guatemala-sociedad-an-nima,es,3.0,3.25,3.12
conflicto-colectivo-022-1998-1-audiencia-de-conciliacion-tribunal-de-conciliacion-y-arbitraje-de-alta-verapaz-,es,2.5,2.75,2.62
pacto-colectivo-de-condiciones-de-trabajo-negociado-y-suscrito-entre-la-entidad-denominada-en-rgica-sociedad-an-nima-y-el-sindicato-luz-y-fuerza-de-la-rep-blica-de-guatemala,es,3.5,3.0,3.25
muestra-de-pacto-colectivo---municipalidad,es,2.0,3.5,2.75
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-municipalidad-de-esquipulas-del-departamento-de-chiquimula-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-esquipulas-del-departamento-de-chiquimula,es,3.0,3.25,3.12
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-la-villa-tactic-del-departamento-de-alta-verapaz-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-tactic-del-departamento-de-alta-verapaz,es,2.5,3.5,3.0
pacto-colectivo-de-condiciones-de-trabajo-econ-mico-social-que-se-suscribe-entre-suscribe-entre-la-municipalidad-de-guatemala-y-el-sindicato-central-de-trabajadores-municipales,es,2.5,3.0,2.75
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-morales-del-departamento-de-izabal-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-morales-del-departamento-de-izabal-sitram,es,2.5,3.5,3.0
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-puerto-barrios-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-puerto-barrios-izabal,es,2.75,3.0,2.88
pacto-colectivo-de-condiciones-de-trabajo-entre-la-municipalidad-de-san-antonio-senah-del-departamento-de-alta-verapaz-y-los-trabajadores-de-la-municipalidad-de-san-antonio-senah-del-departamento-de-alta-verapaz,es,2.25,3.0,2.62
convenio-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-coalicion-de-trabajadores-de-la-entidad-compa-a-agropecuaria-los-angeles-sociedad-anonima-y-la-entidad-compa-a-agropecuaria-los-angeles-sociedad-anonima,es,2.5,3.25,2.88
convenio-colectivo-de-condiciones-de-trabajo-celebrado-entre-el-comit-ad-hoc-de-trabajadores-de-la-municipalidad-de-samayac-del-departamento-de-suchitepequez-y-la-municipalidad-de-samayac-del-departamento-de-sichitepequez,es,3.0,2.5,2.75
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-de-la-municipalidad-de-santa-barbara-del-departamento-de-suchitepequez-sitramsbs-y-la-municipalidad-del-municipio-de-santa-barbara-del-departamento-de-suchitepequez,es,3.0,3.25,3.12
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-pueblo-nuevo-vi-as-del-departamento-de-santo-rosa-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-pueblo-nuevo-vi-as-del-departamento-de-santa-rosa,es,3.0,2.75,2.88
pacto-colectivo-de-condiciones-de-trabajo-entre-el-sindicato-de-trabajadores-municipales-de-patulul-y-la-municipalidad-de-patulul-del-departamento-de-suchitepequez-,es,3.25,3.5,3.38
pacto-colecivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-de-la-municipalidad-de-chichicastenango-quiche-y-la-municipalidad-de-santo-tomas-chichicastenango-departamento-de-el-quiche,es,2.0,3.0,2.5
pacto-colectivo-de-condiciones-de-trabajo-negociado-y-suscrito-por-el-sindicato-de-trabajadores-de-la-municipalidad-de-el-estor-del-departamento-de-izabal-sitrame-y-la-municipalidad-de-el-estor-del-departamento-de-izabal-,es,2.75,3.25,3.0
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-de-la-municipalidad-de-chiquimula-sitramunich-y-la-municipalidad-de-chiquimula-del-departamento-de-chiquimula-,es,2.5,3.25,2.88
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-municipales-de-la-villa-de-chicacao-departamento-de-suchitepequez-y-la-municipalidad-de-chicacao-departamento-de-suchitepequez,es,2.25,3.0,2.62
contrato-colectivo-de-trabajo-celebrado-entre-el-instituto-salvadore-o-del-seguro-social-y-el-sindicato-de-trabajadores-del-instituto-salvadore-o-del-seguro-social,es,3.75,3.25,3.5
contrato-colectivo-de-trabajo-celebrado-entre-la-alcald-a-municipal-de-juayua-departamento-de-sonsonate-y-el-sindicato-de-trabajadores-de-la-alcald-a-municipal-de-juay-a-sitamj-2017-2019,es,2.0,3.0,2.5
modelo-de-contrato-colectivo-de-trabajo---el-salvador,es,2.75,3.5,3.12
contrato-colectivo-de-trabajo-entre-la-sociedad-calvoconservas-el-salvador-s-a-de-c-v-y-el-sindicato-de-trabajadores-de-empresa-calvo-conservas-el-salvador-s-a-de-c-v-steccessacv-2010-2013,es,3.0,3.5,3.25
contrato-colectivo-de-trabajo-celebrado-entre-la-sociedad-productos-alimenticios-diana-sociedad-anonima-de-capital-variable-y-la-asociacion-sindical-de-trabajadores-de-la-industria-del-pan-dulces-reposteria-y-golosinas-astipas-2016-2018,es,4.0,3.25,3.62
contrato-colectivo-de-trabajo-revisado-celebrado-y-suscrito-entre-instituto-salvadore-o-de-transformaci-n-agraria-ista-y-el-sindicato-de-empresa-trabajadores-del-instituto-salvadore-o-de-transformaci-n-agraria-setista-2011-2013,es,2.0,3.5,2.75
contrato-colectivo-de-trabajo-celebrado-entre-ingenio-el-angel-s-a-de-c-v-y-el-sindicato-de-trabajadores-de-empresa-ingenio-el-angel-2011-2012,es,4.0,3.25,3.62
contrato-colectivo-de-trabajo-entre-el-ministerio-de-trabajo-y-previsi-n-social-y-el-sindicato-de-trabajadores-y-trabajadoras-del-ministerio-de-trabajo-y-previsi-n-social,es,2.0,3.25,2.62
contrato-colectivo-de-trabajo-entre-el-sindicato-de-trabajadores-del-ministerio-de-econom-a-sitme-y-el-ministerio-de-econom-a-minec,es,2.0,3.5,2.75
contrato-colectivo-de-trabajo-entre-el-sindicato-de-trabajadores-del-ministerio-del-medio-ambiente-y-recursos-naturales-sitmarn-y-el-ministerio-del-medio-ambiente-y-recursos-naturales,es,2.25,3.5,2.88
contrato-colectivo-de-trabajo-del-c-ntro-nacional-de-registros,es,3.0,3.0,3.0
contrato-colectivo-de-trabajo-instituto-nacional-de-pensiones-de-los-empleados-p-blicos,es,2.0,3.25,2.62
contrato-colectivo-de-trabajo-entre-el-instituto-salvadoreno-dei-seguro-social-y-el-sindicato-de-trabajadores-del-instituto-salvadoreno-del-seguro-social,es,2.5,3.5,3.0
contrato-colectivo-entre-sindicato-de-trabajadores-y-trabajadoras-ministerio-de-hacienda---sitramha,es,2.5,3.75,3.12
conven-o-coletiva-de-trabalho-2017-2018-sindicato-of-alfaiates-c-trab-ind-conf-roupas-est-goias-e-sindicato-das-ind-de-confec-de-rou-em-geral-de-goiania,pt,5.0,3.0,3.86
acordo-coletivo-de-trabalho-entre-sind-dos-trabalhado-nas-ind-da-alimentacao-em-cooper-agro-e-brf---brasil-foods-s-a---2013-2014,pt,3.0,2.75,2.86
conven-o-coletiva-de-trabalho-entre-sindicato-dos-trabalhadores-do-ramo-qu-mico-petroleiro-do-estado-da-bahia-e-sindicato-das-ind-strias-de-produtos-qu-micos-para-fins-industriais-petroqu-micas-e-de-resinas-sint-ticas-de-cama-ari-candeias-e-dias-d-vila---2013-2015,pt,2.0,2.75,2.43
acordo-coletivo-de-trabalho-entre-servi-o-federal-de-processamento-de-dados-serpro-e-federa-o-nacional-dos-trabalhadores-de-empresas-de-processamento-de-dados-servi-os-de-inform-tica-e-similares-fenadado---2014-2015,pt,4.67,2.5,3.43
conven-o-coletiva-de-trabalho-entre-sindicato-nacional-dos-aeronautas-e-sindicato-nacional-das-empresas-aerovi-rias---2014-2015,pt,3.67,3.0,3.29
conven-o-coletiva-de-trabalho-entre-sind-inds-fiacao-tecelagem-e-do-vestuario-de-blumenau-e-sind-dos-trab-nas-ind-de-fiacao-e-tec-de-blumenau---2014-2015,pt,2.33,2.75,2.57
conven-o-coletiva-de-trabalho-sinditextil---2013-2015,pt,3.0,3.0,3.0
conven-o-coletiva-de-trabalho-entre-sind-trab-ind-fiacao-e-tecelagem-do-estado-do-rio-e-sind-trab-ind-fiacao-e-tecelagem-do-estado-do-rio---2014-2015,pt,1.0,3.0,2.14
conven-o-coletiva-de-trabalho-entre-sind-dos-trab-nas-ind-de-fiacao-e-tecelagem-de-curitiba-e-reg-metropolitana-e-sindicato-das-inds-de-fiacao-e-tecelagem---2014-2015,pt,2.33,2.5,2.43
conven-o-coletiva-de-trabalho-entre-sindicato-das-industrias-de-fiacao-tecelagem-e-malharias-da-regiao-nordeste-do-rio-grande-do-sul-e-sind-dos-trab-na-ind-de-fiacao-e-tecelagem-de-cx-sul---2014-2015,pt,3.67,2.5,3.0
conven-o-coletiva-de-trabalho-entre-sindicato-da-trabalho-da-industria-do-vestu-rio-de-colatina-e-sindicato-da-industria-do-vestu-rio-de-colatina---2013-2015,pt,2.33,3.75,3.14
conven-o-coletiva-de-trabalho-entre-sindicato-das-ind-strias-de-fia-o-e-sindicato-dos-trabalhadores-nas-ind-strias-de-fia-o---2014-2015,pt,4.0,3.5,3.71
conven-o-coletiva-de-trabalho-entre-sindicato-dos-oficiais-alfaiates-costureiras-e-trabalhadores-nas-industrias-de-confeccao-de-roupas-e-de-chapeus-de-senhoras-de-sao-paulo-e-osasco---2014-2015,pt,2.67,2.75,2.71
conven-o-coletiva-de-trabalho-entre-sind-dos-cultivadores-de-cana-de-acucar-no-estado-de-pe-e-federacao-trabalhadores-agricultura-estado-pernambuco---2014-2015,pt,3.0,3.25,3.14
conven-o-coletiva-de-trabalho-entre-sindicato-da-industria-de-calcados-de-novo-hamburgo-e-sindicato-dos-trabalhadores-de-calcado-de-novo-hamburgo---2014-2015,pt,2.67,3.0,2.86
conven-o-coletiva-de-trabalho-entre-sindicato-dos-trabalhadores-nas-industrias-de-fiacao-e-tecelagem-de-joao-pessoa-cabedelo-conde-caapora-e-alhandra---2013-2014,pt,1.0,3.5,2.43
acordo-coletivo-de-trabalho-entre-samarco-minera-o-s-a-e-sindicato-dos-trabalhadores-nas-ind-strie-metal-rgicas-mec-nicas-e-de-material-el-trico-e-eletr-nico-estado-do-espirito-santo---2013,pt,3.67,3.0,3.29
conven-o-coletiva-de-trabalho-2013-2014-sindicato-trabalho-ind-fiacao-e-tec-de-paulista-e-igarassu,pt,1.33,2.75,2.14
conven-o-coletiva-de-trabalho-sindicato-das-ind-de-fiacao-e-tecelagem-do-r-janeiro-em-fti-de-fiacao-e-tecelagem-de-estado-de-rio-de-janeiro-2013-2014-,pt,1.0,3.25,2.29
acordo-coletivo-de-trabalho---sindicato-dos-trabalhadores-em-empresas-de-transportes-metrovi-rios-e-em-empresas-operadoras-de-ve-culos-leves-sobre-trilhos-no-estado-de-s-o-paulo---2013-2014,pt,5.0,3.0,3.86
acordo-coletivo-de-trabalho-2013-2015-petr-leo-brasileiro-s-a---petrobras,pt,3.0,3.0,3.0
termo-aditivo-a-conven-o-coletiva-de-trabalho-n-mero-do-processo-da-conven-o-coletiva-principal---2014-2015,pt,2.0,3.75,3.0
conven-o-coletiva-de-trabalho-2013-2014-confederacao-nacional-dos-trabalhadores-nas-industrias-textil-vestuario-couro-e-cacaldos,pt,2.0,2.25,2.14
conven-o-coletiva-de-trabalho-2013-2014-sindicato-dos-trabalhadores-texteis-de-juiz-de-fora,pt,2.33,3.0,2.71
conven-o-coletiva-de-trabalho-2013-2014-sind-trabalho-ind-fiacao-e-tecelagem-do-estado-do-rio-g-n,pt,1.67,2.5,2.14
termo-aditivo-a-conven-o-coletiva-de-trabalho-2013-2014,pt,4.33,2.75,3.43
conven-o-coletiva-de-trabalho-2013-2014-sindicato-dos-trabalhadores-nas-ind-strias-de-fia-o,pt,4.0,3.5,3.71
conven-o-coletiva-de-trabalho-2013-2014-s-t-i-de-fiacao-e-tec-m-m-c-e-f-a-e-s-e-tinturarias-ce,pt,1.33,2.75,2.14
acordo-coletivo-de-trabalho-2013-2014-entre-arcelormittal-brasil-s-a-e-sindicato-dos-trabalhadores-nas-ind-strias-metal-rgicas-mec-nicas-de-material-el-trico-e-eletr-nico-no-estado-do-esp-rito-santo,pt,1.33,3.0,2.29
acordo-coletivo-de-trabalho-entre-federa-o-dos-trabalhadores-nas-ind-strias-de-alimenta-o-do-estado-de-s-o-paulo-e-sindicato-dos-trabalhadores-nas-ind-strias-de-latic-nios,pt,2.67,3.25,3.0
applied-economic-perspectives-and-policy-,pt,3.33,3.0,3.14
